Entry	UniProt Link	Entry Name	Organism	Recommended name	Alternative names	Gene Names
Q6BDZ9	https://www.uniprot.org/uniprotkb/Q6BDZ9	KSL8_ORYSJ	Oryza sativa subsp. japonica (Rice)	Stemar-13-ene synthase (EC 4.2.3.33)	Diterpene cyclase 2 (EC 4.2.3.33); OsDTC2 (EC 4.2.3.33); Ent-kaurene synthase-like 8 (EC 4.2.3.33); OsKSL8 (EC 4.2.3.33); Stemarene synthase (EC 4.2.3.33)	KSL8
Q6BE23	https://www.uniprot.org/uniprotkb/Q6BE23	OXSC_CUCPE	Cucurbita pepo (Vegetable marrow) (Summer squash)	Probable oxidosqualene cyclase (EC 5.4.99.-)		CPR
Q6BE24	https://www.uniprot.org/uniprotkb/Q6BE24	CUCS_CUCPE	Cucurbita pepo (Vegetable marrow) (Summer squash)	Cucurbitadienol synthase (EC 5.4.99.33)		CPQ
Q6BE25	https://www.uniprot.org/uniprotkb/Q6BE25	CAS1_CUCPE	Cucurbita pepo (Vegetable marrow) (Summer squash)	Cycloartenol synthase (EC 5.4.99.8)		CPX
Q6E7D7	https://www.uniprot.org/uniprotkb/Q6E7D7	CPS4_ORYSI	Oryza sativa subsp. indica (Rice)	Syn-copalyl diphosphate synthase (OsCPSsyn) (Syn-CPP synthase) (EC 5.5.1.14)	OsCPSsyn (EC 5.5.1.14); Syn-CPP synthase (EC 5.5.1.14); OsCPS4 (EC 5.5.1.14); OsCyc1 (EC 5.5.1.14)	CPS4
Q6EJ97	https://www.uniprot.org/uniprotkb/Q6EJ97	ISPS_PUEML	Pueraria montana var. lobata (Kudzu vine) (Pueraria lobata)	Isoprene synthase, chloroplastic (EC 4.2.3.27)		ISPS
Q6ET36	https://www.uniprot.org/uniprotkb/Q6ET36	CPS1_ORYSJ	Oryza sativa subsp. japonica (Rice)	Ent-copalyl diphosphate synthase 1, chloroplastic (Ent-CDP synthase 1) (OsCPS1) (OsCPS1ent) (EC 5.5.1.13)	Ent-CDP synthase 1 (EC 5.5.1.13); OsCPS1 (EC 5.5.1.13); OsCPS1ent (EC 5.5.1.13); Ent-kaurene synthase A (EC 5.5.1.13); OsCPS (EC 5.5.1.13)	CPS1
Q6JD69	https://www.uniprot.org/uniprotkb/Q6JD69	TPS5B_MAIZE	Zea mays (Maize)	Inactive sesquithujene synthase B	Terpene synthase 5; tps5-Del2	TPS5B
Q6JD70	https://www.uniprot.org/uniprotkb/Q6JD70	TPS5A_MAIZE	Zea mays (Maize)	Sesquithujene synthase A (EC 4.2.3.102)	(S)-beta-bisabolene synthase (EC 4.2.3.55); (Z)-alpha-bergamotene synthase (EC 4.2.3.54); Beta-curcumene synthase (EC 4.2.3.-); Beta-farnesene synthase (EC 4.2.3.47); Gamma-curcumene synthase (EC 4.2.3.94); Sesquisabinene B synthase (EC 4.2.3.-); Terpene synthase 5 (EC 4.2.3.-); tps5-Del1 (EC 4.2.3.-)	TPS5A
Q6JD71	https://www.uniprot.org/uniprotkb/Q6JD71	TPS4B_MAIZE	Zea mays (Maize)	Inactive 7-epi-sesquithujene synthase	Terpene synthase 4; tps4-Del1	TPS4
Q6JD72	https://www.uniprot.org/uniprotkb/Q6JD72	TPS5C_MAIZE	Zea mays (Maize)	Inactive sesquithujene synthase	Terpene synthase 5; tps5-B73	TPS5
Q6JD73	https://www.uniprot.org/uniprotkb/Q6JD73	TPS4A_MAIZE	Zea mays (Maize)	7-epi-sesquithujene synthase (EC 4.2.3.101)	(E)-alpha-bergamotene synthase (EC 4.2.3.81); Beta-bisabolene synthase (EC 4.2.3.55); Beta-curcumene synthase (EC 4.2.3.-); Beta-farnesene synthase (EC 4.2.3.47); Gamma-curcumene synthase (EC 4.2.3.94); Sesquisabinene A synthase (EC 4.2.3.-); Terpene synthase 4 (EC 4.2.3.-); tps4-B73 (EC 4.2.3.-)	TPS4
Q6PWU2	https://www.uniprot.org/uniprotkb/Q6PWU2	ATESY_VITVI	Vitis vinifera (Grape)	(-)-alpha-terpineol synthase (EC 4.2.3.111)		
Q6Q3H2	https://www.uniprot.org/uniprotkb/Q6Q3H2	TPSVS_VITVI	Vitis vinifera (Grape)	Valencene synthase (VvVal) (EC 4.2.3.73)	VvVal (EC 4.2.3.86); 7-epi-alpha-selinene synthase (EC 4.2.3.86)	ValCS
Q6Q3H3	https://www.uniprot.org/uniprotkb/Q6Q3H3	TPSGD_VITVI	Vitis vinifera (Grape)	(-)-germacrene D synthase (EC 4.2.3.22)		
Q6STM1	https://www.uniprot.org/uniprotkb/Q6STM1	25DK1_PSEPU	Pseudomonas putida (Arthrobacter siderocapsulatus)	2,5-diketocamphane 1,2-monooxygenase 1 (2,5-DKCMO 1) (2,5-diketocamphane monooxygenase 1) (EC 1.14.14.108)	2,5-DKCMO 1 (EC 1.14.14.108); 2,5-diketocamphane monooxygenase 1 (EC 1.14.14.108); 2,5-diketocamphane 1,2-monooxygenase oxygenating component (EC 1.14.14.108); 2,5-diketocamphane 1,2-monooxygenase oxygenating subunit (EC 1.14.14.108); Camphor 1,2-monooxygenase (EC 1.14.14.108); Type II Baeyer-Villiger monooxygenase (EC 1.14.14.108); Type II BVMO (EC 1.14.14.108)	camP
Q6USK1	https://www.uniprot.org/uniprotkb/Q6USK1	GERS_OCIBA	Ocimum basilicum (Sweet basil)	Geraniol synthase, chloroplastic (ObGES) (EC 3.1.7.11)	ObGES (EC 3.1.7.11)	GES
Q6WAU0	https://www.uniprot.org/uniprotkb/Q6WAU0	PULR_MENPI	Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata)	(+)-pulegone reductase (EC 1.3.1.81)		
Q6WAU1	https://www.uniprot.org/uniprotkb/Q6WAU1	IPIPR_MENPI	Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata)	(-)-isopiperitenone reductase (EC 1.3.1.82)		
Q6WP50	https://www.uniprot.org/uniprotkb/Q6WP50	BOT2_BOTFU	Botrytis cinerea (Noble rot fungus) (Botryotinia fuckeliana)	Presilphiperfolan-8-beta-ol synthase (PSPS) (EC 4.2.3.74)	PSPS (EC 4.2.3.74); Botrydial synthesis protein 2 (EC 4.2.3.74); Calcineurin-dependent protein 15 (EC 4.2.3.74); Sesquiterpene cyclase BOT2 (EC 4.2.3.74); Sesquiterpene synthase BOT2 (EC 4.2.3.74)	BOT2
Q6XDB5	https://www.uniprot.org/uniprotkb/Q6XDB5	PINS2_PICSI	Picea sitchensis (Sitka spruce) (Pinus sitchensis)	(-)-alpha-pinene synthase 2, chloroplastic (EC 4.2.3.119)	(-)-(1S,5S)-pinene synthase (EC 4.2.3.120); (-)-beta-pinene synthase 2 (EC 4.2.3.120); Beta-geraniolene synthase (EC 4.2.3.120); Pinene synthase, chloroplastic (EC 4.2.3.120); PsTPS2 (EC 4.2.3.120)	
Q6Z2X6	https://www.uniprot.org/uniprotkb/Q6Z2X6	CAS_ORYSJ	Oryza sativa subsp. japonica (Rice)	Cycloartenol synthase (EC 5.4.99.8)		
Q6Z5I0	https://www.uniprot.org/uniprotkb/Q6Z5I0	CPS2_ORYSJ	Oryza sativa subsp. japonica (Rice)	Ent-copalyl diphosphate synthase 2, chloroplastic (Ent-CDP synthase 2) (OsCPS2) (OsCPS2ent) (EC 5.5.1.13)	Ent-CDP synthase 2 (EC 5.5.1.13); OsCPS2 (EC 5.5.1.13); OsCPS2ent (EC 5.5.1.13); Diterpene cyclase 2 (EC 5.5.1.13); OsCyc2 (EC 5.5.1.13); Ent-kaurene synthase A (EC 5.5.1.13)	CPS2
Q6Z5J6	https://www.uniprot.org/uniprotkb/Q6Z5J6	KSL5_ORYSJ	Oryza sativa subsp. japonica (Rice)	Ent-pimara-8(14),15-diene synthase (EC 4.2.3.30)	Ent-kaurene synthase-like 5 (EC 4.2.3.30); OsKS5 (EC 4.2.3.30); OsKSL5j (EC 4.2.3.30); Ent-kaurene synthase-like 6 (EC 4.2.3.30); OsKS6 (EC 4.2.3.30)	KSL5
Q6ZH94	https://www.uniprot.org/uniprotkb/Q6ZH94	LINS_ORYSJ	Oryza sativa subsp. japonica (Rice)	S-(+)-linalool synthase, chloroplastic (OsLIS) (EC 4.2.3.25)	OsLIS (EC 4.2.3.25)	LIS
Q752X9	https://www.uniprot.org/uniprotkb/Q752X9	FDFT_EREGS	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	Squalene synthase (SQS) (SS) (EC 2.5.1.21)	SQS (EC 2.5.1.21); SS (EC 2.5.1.21); FPP:FPP farnesyltransferase (EC 2.5.1.21); Farnesyl-diphosphate farnesyltransferase (EC 2.5.1.21)	ERG9
Q75F69	https://www.uniprot.org/uniprotkb/Q75F69	ERG1_EREGS	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	Squalene monooxygenase (EC 1.14.14.17)	Squalene epoxidase (EC 1.14.14.17); SE (EC 1.14.14.17)	ERG1
Q75J90	https://www.uniprot.org/uniprotkb/Q75J90	TPS4_DICDI	Dictyostelium discoideum (Social amoeba)	Terpene synthase 4 (EC 4.2.3.-)		TPS4
Q764T8	https://www.uniprot.org/uniprotkb/Q764T8	LUPS_GLYGL	Glycyrrhiza glabra (Licorice)	Lupeol synthase (GgLUS1) (EC 5.4.99.41)	GgLUS1 (EC 5.4.99.41)	LUS1
Q796C3	https://www.uniprot.org/uniprotkb/Q796C3	SQHC_BACSU	Bacillus subtilis (strain 168)	Sporulenol synthase (EC 4.2.1.137)	Tetraprenyl-beta-curcumene cyclase (EC 4.2.1.137)	sqhC
Q7KWU0	https://www.uniprot.org/uniprotkb/Q7KWU0	TPS2_DICDI	Dictyostelium discoideum (Social amoeba)	Terpene synthase 2 (EC 4.2.3.-)		TPS2
Q7LJF8	https://www.uniprot.org/uniprotkb/Q7LJF8	TRI5_FUSCO	Fusarium cortaderiae	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q7LJR6	https://www.uniprot.org/uniprotkb/Q7LJR6	TRI5_FUSAC	Fusarium acaciae-mearnsii	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q7S4Z6	https://www.uniprot.org/uniprotkb/Q7S4Z6	FDFT_NEUCR	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Probable squalene synthase (SQS) (SS) (EC 2.5.1.21)	SQS (EC 2.5.1.21); SS (EC 2.5.1.21); FPP:FPP farnesyltransferase (EC 2.5.1.21); Farnesyl-diphosphate farnesyltransferase (EC 2.5.1.21)	erg-6
Q7XAS7	https://www.uniprot.org/uniprotkb/Q7XAS7	ISPS_POPTM	Populus tremuloides (Quaking aspen)	Isoprene synthase, chloroplastic (EC 4.2.3.27)		ISPS
Q82IY3	https://www.uniprot.org/uniprotkb/Q82IY3	PTLI_STRAW	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	Pentalenene oxygenase (EC 1.14.15.32)		ptlI
Q82IY4	https://www.uniprot.org/uniprotkb/Q82IY4	PTLA_STRAW	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	Pentalenene synthase (PS) (EC 4.2.3.7)	PS (EC 4.2.3.7); Pentalenolactone biosynthesis protein A (EC 4.2.3.7); Sesquiterpene cyclase (EC 4.2.3.7); Sesquiterpene synthase (EC 4.2.3.7)	ptlA
Q82RR7	https://www.uniprot.org/uniprotkb/Q82RR7	TPC1_STRAW	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	Avermitilol synthase (EC 4.2.3.96)		tpc1
Q84KL3	https://www.uniprot.org/uniprotkb/Q84KL3	PT30_PINTA	Pinus taeda (Loblolly pine)	(+)-alpha-pinene synthase, chloroplastic (EC 4.2.3.121)	(+)-(3R:5R)-alpha-pinene synthase (EC 4.2.3.121); Synthase II (EC 4.2.3.121)	PT30
Q84KL4	https://www.uniprot.org/uniprotkb/Q84KL4	PT10_PINTA	Pinus taeda (Loblolly pine)	(-)-alpha-terpineol synthase, chloroplastic (EC 4.2.3.111)		PT10
Q84KL5	https://www.uniprot.org/uniprotkb/Q84KL5	PT5_PINTA	Pinus taeda (Loblolly pine)	Alpha-farnesene synthase (EC 4.2.3.46)		PT5
Q84KL6	https://www.uniprot.org/uniprotkb/Q84KL6	PT1_PINTA	Pinus taeda (Loblolly pine)	(-)-alpha-pinene synthase, chloroplastic (EC 4.2.3.119)	(+)-(3S:5S)-alpha-pinene synthase (EC 4.2.3.119); Synthase I (EC 4.2.3.119)	PT1
Q84LB2	https://www.uniprot.org/uniprotkb/Q84LB2	AFS1_MALDO	Malus domestica (Apple) (Pyrus malus)	(E,E)-alpha-farnesene synthase (MdASF1) (EC 4.2.3.46)	MdASF1 (EC 2.5.1.-); Prenyltransferase (EC 2.5.1.-)	AFS1
Q84LF0	https://www.uniprot.org/uniprotkb/Q84LF0	5EAS2_NICAT	Nicotiana attenuata (Coyote tobacco)	5-epi-aristolochene synthase 2 (NaEAS37) (EC 4.2.3.61)	NaEAS37 (EC 4.2.3.61)	
Q84LF1	https://www.uniprot.org/uniprotkb/Q84LF1	5EAS1_NICAT	Nicotiana attenuata (Coyote tobacco)	5-epi-aristolochene synthase 1 (NaEAS34) (EC 4.2.3.61)	NaEAS34 (EC 4.2.3.61)	EAS
Q84LF2	https://www.uniprot.org/uniprotkb/Q84LF2	5EAS3_NICAT	Nicotiana attenuata (Coyote tobacco)	5-epi-aristolochene synthase 3 (NaEAS12) (EC 4.2.3.61)	NaEAS12 (EC 4.2.3.61)	
Q84LG0	https://www.uniprot.org/uniprotkb/Q84LG0	5EAS4_NICAT	Nicotiana attenuata (Coyote tobacco)	Probable 5-epi-aristolochene synthase 4 (EC 4.2.3.61)		
Q84NC8	https://www.uniprot.org/uniprotkb/Q84NC8	TPS1_ANTMA	Antirrhinum majus (Garden snapdragon)	Tricyclene synthase 0e23, chloroplastic (Am0e23) (EC 4.2.3.105)	Am0e23 (EC 4.2.3.106); (E)-beta-ocimene synthase 0e23 (EC 4.2.3.106); Terpenoid synthase 0e23 (EC 4.2.3.106)	0e23
Q84NC9	https://www.uniprot.org/uniprotkb/Q84NC9	TPS3_ANTMA	Antirrhinum majus (Garden snapdragon)	Tricyclene synthase 1e20, chloroplastic (Am1e20) (EC 4.2.3.105)	Am1e20 (EC 4.2.3.15); Myrcene synthase 1e20 (EC 4.2.3.15); Terpenoid synthase 1e20 (EC 4.2.3.15)	1e20
Q84ND0	https://www.uniprot.org/uniprotkb/Q84ND0	TPS2_ANTMA	Antirrhinum majus (Garden snapdragon)	Tricyclene synthase Oc15, chloroplastic (AmOc15) (EC 4.2.3.105)	AmOc15 (EC 4.2.3.15); Myrcene synthase Oc15 (EC 4.2.3.15); Terpenoid synthase Oc15 (EC 4.2.3.15)	Oc15
Q84SM8	https://www.uniprot.org/uniprotkb/Q84SM8	3CAR1_PICAB	Picea abies (Norway spruce) (Picea excelsa)	Carene synthase, chloroplastic (PaJF67) (PaTPS-3car) (EC 4.2.3.107)	PaJF67 (EC 4.2.3.107); PaTPS-3car (EC 4.2.3.107); (+)-car-3-ene synthase (EC 4.2.3.107); 3-carene cyclase (EC 4.2.3.107)	JF67
Q84UU4	https://www.uniprot.org/uniprotkb/Q84UU4	HUMS_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Alpha-humulene/(-)-(E)-beta-caryophyllene synthase (EC 4.2.3.-)	(E)-beta-caryophyllene synthase (EC 4.2.3.57); Alpha-copaene synthase (EC 4.2.3.133); Alpha-humulene synthase (EC 4.2.3.104); Terpenoid synthase 21 (EC 4.2.3.104); AtTPS21 (EC 4.2.3.104)	TPS21
Q84UU9	https://www.uniprot.org/uniprotkb/Q84UU9	TPS06_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Dolabella-3,7-dien-18-ol synthase TPS06 (EC 4.2.3.167)	Terpenoid synthase 6 (EC 4.2.3.167); AtTPS06 (EC 4.2.3.167)	TPS06
Q84UV0	https://www.uniprot.org/uniprotkb/Q84UV0	LINS_ARATH	Arabidopsis thaliana (Mouse-ear cress)	S-(+)-linalool synthase, chloroplastic (EC 4.2.3.25)	Terpenoid synthase 14 (EC 4.2.3.25); AtTPS14 (EC 4.2.3.25)	TPS14
Q84ZW8	https://www.uniprot.org/uniprotkb/Q84ZW8	ACSS_MAIZE	Zea mays (Maize)	Acyclic sesquiterpene synthase ((3R,6E)-nerolidol synthase) (EC 4.2.3.49)	(3R,6E)-nerolidol synthase (EC 4.2.3.26); (R)-linalool synthase (EC 4.2.3.47); Beta-farnesene synthase (EC 4.2.3.19); Ent-kaurene synthase 2.1 (EC 3.1.7.6); ZmKS2.1 (EC 3.1.7.11); Farnesyl diphosphatase (EC 3.1.7.11); Geraniol synthase (EC 3.1.7.11); Terpene synthase 1 (EC 3.1.7.11); ZmTPS1 (EC 3.1.7.11)	TPS1
Q86II4	https://www.uniprot.org/uniprotkb/Q86II4	TPS3_DICDI	Dictyostelium discoideum (Social amoeba)	Terpene synthase 3 (EC 4.2.3.-)		TPS3
Q8BLN5	https://www.uniprot.org/uniprotkb/Q8BLN5	LSS_MOUSE	Mus musculus (Mouse)	Lanosterol synthase (EC 5.4.99.7)	2,3-epoxysqualene--lanosterol cyclase (EC 5.4.99.7); Oxidosqualene--lanosterol cyclase (EC 5.4.99.7); OSC (EC 5.4.99.7)	Lss
Q8GUE4	https://www.uniprot.org/uniprotkb/Q8GUE4	GERS_CINTE	Cinnamomum tenuipile (Alseodaphne mollis)	Geraniol synthase, chloroplastic (CtGES) (EC 3.1.7.11)	CtGES (EC 3.1.7.11)	GerS
Q8H2B4	https://www.uniprot.org/uniprotkb/Q8H2B4	LLOS_MENAQ	Mentha aquatica (Water mint)	R-linalool synthase, chloroplastic (EC 4.2.3.26)		
Q8L5K3	https://www.uniprot.org/uniprotkb/Q8L5K3	RLC1_CITLI	Citrus limon (Lemon) (Citrus medica var. limon)	(R)-limonene synthase 1, chloroplastic (EC 4.2.3.20)	(+)-limonene synthase 1 (EC 4.2.3.20)	
Q8L5K4	https://www.uniprot.org/uniprotkb/Q8L5K4	GTPS_CITLI	Citrus limon (Lemon) (Citrus medica var. limon)	Gamma-terpinene synthase, chloroplastic (ClgammaTS) (EC 4.2.3.114)	ClgammaTS (EC 4.2.3.114)	
Q8L7G4	https://www.uniprot.org/uniprotkb/Q8L7G4	TPS09_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Terpenoid synthase 9 (AtTPS09) (EC 4.2.3.-)	AtTPS09 (EC 4.2.3.-)	TPS09
Q8LSC2	https://www.uniprot.org/uniprotkb/Q8LSC2	GASS_CICIN	Cichorium intybus (Chicory)	Germacrene A synthase short form (CiGASsh) (EC 4.2.3.23)	CiGASsh (EC 4.2.3.23)	
Q8LSC3	https://www.uniprot.org/uniprotkb/Q8LSC3	GASL_CICIN	Cichorium intybus (Chicory)	Germacrene A synthase long form (CiGASlo) (EC 4.2.3.23)	CiGASlo (EC 4.2.3.23)	
Q8NIC1	https://www.uniprot.org/uniprotkb/Q8NIC1	TRI5_FUSCE	Fusarium cerealis (Fusarium crookwellense)	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q8NIC8	https://www.uniprot.org/uniprotkb/Q8NIC8	TRI5_FUSME	Fusarium meridionale	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q8NID7	https://www.uniprot.org/uniprotkb/Q8NID7	TRI5_FUSPS	Fusarium pseudograminearum (Wheat and barley crown-rot fungus)	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q8NIG9	https://www.uniprot.org/uniprotkb/Q8NIG9	TRI5_FUSCU	Fusarium culmorum	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q8NIH0	https://www.uniprot.org/uniprotkb/Q8NIH0	TRI5_FUSAU	Fusarium austroamericanum	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q8NIH3	https://www.uniprot.org/uniprotkb/Q8NIH3	TRI5_FUSBO	Fusarium boothii	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q8NIH6	https://www.uniprot.org/uniprotkb/Q8NIH6	TRI5_FUSAS	Fusarium asiaticum	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q8NJA1	https://www.uniprot.org/uniprotkb/Q8NJA1	TRI5_FUSMI	Fusarium mesoamericanum	Trichodiene synthase (EC 4.2.3.6)	Sesquiterpene cyclase (EC 4.2.3.6); TS (EC 4.2.3.6)	TRI5
Q8RWT0	https://www.uniprot.org/uniprotkb/Q8RWT0	LUP2_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Amyrin synthase LUP2 (EC 5.4.99.39)	Alpha-amyrin synthase (EC 5.4.99.40); Beta-amyrin synthase (EC 5.4.99.41); Lupeol synthase 2 (EC 5.4.99.41); AtLUP2 (EC 5.4.99.41)	LUP2
Q8SA63	https://www.uniprot.org/uniprotkb/Q8SA63	CARS_ARTAN	Artemisia annua (Sweet wormwood)	Beta-caryophyllene synthase (EC 4.2.3.57)		QHS1
Q8VQF6	https://www.uniprot.org/uniprotkb/Q8VQF6	CINA_CITBR	Citrobacter braakii	1,8-cineole 2-endo-monooxygenase (EC 1.14.14.133)	cytochrome P450 (EC 1.14.14.133); CYP176A1 (EC 1.14.14.133); P450cin (EC 1.14.14.133)	cinA
Q8VYH2	https://www.uniprot.org/uniprotkb/Q8VYH2	ERG16_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Squalene epoxidase 3 (AtSQE3) (EC 1.14.14.17)	AtSQE3 (EC 1.14.14.17)	SQE3
Q8VZQ2	https://www.uniprot.org/uniprotkb/Q8VZQ2	MYB61_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Transcription factor MYB61	Myb-related protein 61; AtMYB61	MYB61
Q8W3Z1	https://www.uniprot.org/uniprotkb/Q8W3Z1	BAMS_BETPL	Betula platyphylla (Asian white birch)	Beta-amyrin synthase (EC 5.4.99.39)		OSCBPY
Q8W3Z2	https://www.uniprot.org/uniprotkb/Q8W3Z2	LUPS_BETPL	Betula platyphylla (Asian white birch)	Lupeol synthase (EC 5.4.99.41)		OSCBPW
Q8W3Z3	https://www.uniprot.org/uniprotkb/Q8W3Z3	CAS2_BETPL	Betula platyphylla (Asian white birch)	Cycloartenol synthase 2 (EC 5.4.99.8)		CASBPX2
Q8W3Z4	https://www.uniprot.org/uniprotkb/Q8W3Z4	CAS1_BETPL	Betula platyphylla (Asian white birch)	Cycloartenol synthase (EC 5.4.99.8)		CASBPX1
Q92206	https://www.uniprot.org/uniprotkb/Q92206	ERG1_CANAL	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	Squalene epoxidase ERG1 (SE) (EC 1.14.14.17)	SE (EC 1.14.14.17); Ergosterol biosynthesis protein 1 (EC 1.14.14.17); Squalene monooxygenase ERG1 (EC 1.14.14.17)	ERG1
Q92459	https://www.uniprot.org/uniprotkb/Q92459	FDFT_MYCMD	Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis)	Squalene synthase (SQS) (SS) (EC 2.5.1.21)	SQS (EC 2.5.1.21); SS (EC 2.5.1.21); FPP:FPP farnesyltransferase (EC 2.5.1.21); Farnesyl-diphosphate farnesyltransferase (EC 2.5.1.21)	ERG9
Q93X23	https://www.uniprot.org/uniprotkb/Q93X23	MYRS_QUEIL	Quercus ilex (Holly oak)	Myrcene synthase, chloroplastic (EC 4.2.3.15)		
Q93YA3	https://www.uniprot.org/uniprotkb/Q93YA3	TASY_TAXBA	Taxus baccata (English yew)	Taxadiene synthase (EC 4.2.3.17)	Taxa-4(5),11(12)-diene synthase (EC 4.2.3.17)	TDC1
Q93YV0	https://www.uniprot.org/uniprotkb/Q93YV0	GES_ARATH	Arabidopsis thaliana (Mouse-ear cress)	(E,E)-geranyllinalool synthase (AtGES) (EC 4.2.3.144)	AtGES (EC 4.2.3.144); Terpenoid synthase 4 (EC 4.2.3.144); AtTPS04 (EC 4.2.3.144)	GES
Q947C4	https://www.uniprot.org/uniprotkb/Q947C4	TPSD1_GINBI	Ginkgo biloba (Ginkgo) (Maidenhair tree)	Bifunctional levopimaradiene synthase, chloroplastic (Diterpene synthase) (GbTPS-Lev) (EC 4.2.3.32)	Diterpene synthase (EC 5.5.1.12); GbTPS-Lev (EC 5.5.1.12)	LPS
Q948R6	https://www.uniprot.org/uniprotkb/Q948R6	IMFS_LUFAE	Luffa aegyptiaca (Sponge gourd) (Luffa cylindrica)	Isomultiflorenol synthase (LcIMS1) (EC 5.4.99.36)	LcIMS1 (EC 5.4.99.36)	IMS1
Q948Z0	https://www.uniprot.org/uniprotkb/Q948Z0	TPSD6_ABIGR	Abies grandis (Grand fir) (Pinus grandis)	Camphene synthase, chloroplastic (EC 4.2.3.117)	(-)-(1S,4R)-camphene synthase (EC 4.2.3.117); Agg-cam (EC 4.2.3.117)	ag6
Q94FM7	https://www.uniprot.org/uniprotkb/Q94FM7	C71DK_TOBAC	Nicotiana tabacum (Common tobacco)	5-epiaristolochene 1,3-dihydroxylase (NtEAH) (EC 1.14.14.149)	NtEAH (EC 1.14.14.149); Cytochrome P450 71D20 (EC 1.14.14.149)	CYP71D20
Q94G53	https://www.uniprot.org/uniprotkb/Q94G53	QH6_ARTAN	Artemisia annua (Sweet wormwood)	(-)-beta-pinene synthase, chloroplastic (EC 4.2.3.120)		QH6
Q94JS8	https://www.uniprot.org/uniprotkb/Q94JS8	FARS_CITJU	Citrus junos (Yuzu) (Citrus ichangensis x Citrus reticulata var. austera)	(E)-beta-farnesene synthase (CjFS) (EC 4.2.3.47)	CjFS (EC 4.2.3.47); Terpene synthase 10 (EC 4.2.3.47)	
Q96376	https://www.uniprot.org/uniprotkb/Q96376	LIS_CLABR	Clarkia breweri (Fairy fans) (Eucharidium breweri)	S-linalool synthase (EC 4.2.3.25)		LIS
Q96WJ0	https://www.uniprot.org/uniprotkb/Q96WJ0	ERG7_PNECA	Pneumocystis carinii	Lanosterol synthase (EC 5.4.99.7)	2,3-epoxysqualene--lanosterol cyclase (EC 5.4.99.7); Oxidosqualene--lanosterol cyclase (EC 5.4.99.7); OSC (EC 5.4.99.7)	ERG7
Q96WT2	https://www.uniprot.org/uniprotkb/Q96WT2	ACS_NEOBT	Neocamarosporium betae (Beet black rot fungus) (Pleospora betae)	Aphidicolan-16-beta-ol synthase (EC 4.2.3.42)		ACS
Q9AJE3	https://www.uniprot.org/uniprotkb/Q9AJE3	CYC2_KITGR	Kitasatospora griseola (Streptomyces griseolosporeus)	Terpentetriene synthase (EC 4.2.3.36)		cyc2
Q9AJE4	https://www.uniprot.org/uniprotkb/Q9AJE4	CYC1_KITGR	Kitasatospora griseola (Streptomyces griseolosporeus)	Terpentedienyl-diphosphate synthase (EC 5.5.1.15)		cyc1
