Entry	PMID_1	DOI_1	Title_1	Authors_1	Journal_1	Volume_1	Pages_1	Year_1	Type_1	Positions_1	URL_1	PMID_2	DOI_2	Title_2	Authors_2	Journal_2	Volume_2	Pages_2	Year_2	Type_2	Positions_2	URL_2	PMID_3	DOI_3	Title_3	Authors_3	Journal_3	Volume_3	Pages_3	Year_3	Type_3	Positions_3	URL_3	PMID_4	DOI_4	Title_4	Authors_4	Journal_4	Volume_4	Pages_4	Year_4	Type_4	Positions_4	URL_4	PMID_5	DOI_5	Title_5	Authors_5	Journal_5	Volume_5	Pages_5	Year_5	Type_5	Positions_5	URL_5	PMID_6	DOI_6	Title_6	Authors_6	Journal_6	Volume_6	Pages_6	Year_6	Type_6	Positions_6	URL_6	PMID_7	DOI_7	Title_7	Authors_7	Journal_7	Volume_7	Pages_7	Year_7	Type_7	Positions_7	URL_7	PMID_8	DOI_8	Title_8	Authors_8	Journal_8	Volume_8	Pages_8	Year_8	Type_8	Positions_8	URL_8	PMID_9	DOI_9	Title_9	Authors_9	Journal_9	Volume_9	Pages_9	Year_9	Type_9	Positions_9	URL_9	PMID_10	DOI_10	Title_10	Authors_10	Journal_10	Volume_10	Pages_10	Year_10	Type_10	Positions_10	URL_10	PMID_11	DOI_11	Title_11	Authors_11	Journal_11	Volume_11	Pages_11	Year_11	Type_11	Positions_11	URL_11	PMID_12	DOI_12	Title_12	Authors_12	Journal_12	Volume_12	Pages_12	Year_12	Type_12	Positions_12	URL_12	PMID_13	DOI_13	Title_13	Authors_13	Journal_13	Volume_13	Pages_13	Year_13	Type_13	Positions_13	URL_13	PMID_14	DOI_14	Title_14	Authors_14	Journal_14	Volume_14	Pages_14	Year_14	Type_14	Positions_14	URL_14	PMID_15	DOI_15	Title_15	Authors_15	Journal_15	Volume_15	Pages_15	Year_15	Type_15	Positions_15	URL_15	PMID_16	DOI_16	Title_16	Authors_16	Journal_16	Volume_16	Pages_16	Year_16	Type_16	Positions_16	URL_16	PMID_17	DOI_17	Title_17	Authors_17	Journal_17	Volume_17	Pages_17	Year_17	Type_17	Positions_17	URL_17	PMID_18	DOI_18	Title_18	Authors_18	Journal_18	Volume_18	Pages_18	Year_18	Type_18	Positions_18	URL_18	PMID_19	DOI_19	Title_19	Authors_19	Journal_19	Volume_19	Pages_19	Year_19	Type_19	Positions_19	URL_19	PMID_20	DOI_20	Title_20	Authors_20	Journal_20	Volume_20	Pages_20	Year_20	Type_20	Positions_20	URL_20	PMID_21	DOI_21	Title_21	Authors_21	Journal_21	Volume_21	Pages_21	Year_21	Type_21	Positions_21	URL_21	PMID_22	DOI_22	Title_22	Authors_22	Journal_22	Volume_22	Pages_22	Year_22	Type_22	Positions_22	URL_22	PMID_23	DOI_23	Title_23	Authors_23	Journal_23	Volume_23	Pages_23	Year_23	Type_23	Positions_23	URL_23	PMID_24	DOI_24	Title_24	Authors_24	Journal_24	Volume_24	Pages_24	Year_24	Type_24	Positions_24	URL_24	PMID_25	DOI_25	Title_25	Authors_25	Journal_25	Volume_25	Pages_25	Year_25	Type_25	Positions_25	URL_25	PMID_26	DOI_26	Title_26	Authors_26	Journal_26	Volume_26	Pages_26	Year_26	Type_26	Positions_26	URL_26	PMID_27	DOI_27	Title_27	Authors_27	Journal_27	Volume_27	Pages_27	Year_27	Type_27	Positions_27	URL_27	PMID_28	DOI_28	Title_28	Authors_28	Journal_28	Volume_28	Pages_28	Year_28	Type_28	Positions_28	URL_28	PMID_29	DOI_29	Title_29	Authors_29	Journal_29	Volume_29	Pages_29	Year_29	Type_29	Positions_29	URL_29	PMID_30	DOI_30	Title_30	Authors_30	Journal_30	Volume_30	Pages_30	Year_30	Type_30	Positions_30	URL_30	PMID_31	DOI_31	Title_31	Authors_31	Journal_31	Volume_31	Pages_31	Year_31	Type_31	Positions_31	URL_31	PMID_32	DOI_32	Title_32	Authors_32	Journal_32	Volume_32	Pages_32	Year_32	Type_32	Positions_32	URL_32	PMID_33	DOI_33	Title_33	Authors_33	Journal_33	Volume_33	Pages_33	Year_33	Type_33	Positions_33	URL_33	PMID_34	DOI_34	Title_34	Authors_34	Journal_34	Volume_34	Pages_34	Year_34	Type_34	Positions_34	URL_34	PMID_35	DOI_35	Title_35	Authors_35	Journal_35	Volume_35	Pages_35	Year_35	Type_35	Positions_35	URL_35	PMID_36	DOI_36	Title_36	Authors_36	Journal_36	Volume_36	Pages_36	Year_36	Type_36	Positions_36	URL_36
P9WEY6	31839833	10.3762/bjoc.15.281	Emission and biosynthesis of volatile terpenoids from the plasmodial slime mold Physarum polycephalum.	Chen X.; Koellner T.G.; Xiong W.; Wei G.; Chen F.	Beilstein J. Org. Chem.	15	2872-2880	2019	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DOMAIN; FUNCTION	https://pubmed.ncbi.nlm.nih.gov/31839833/																																																																																																																																																																																																																																																																																																																																																																																																	
P9WEY7	31839833	10.3762/bjoc.15.281	Emission and biosynthesis of volatile terpenoids from the plasmodial slime mold Physarum polycephalum.	Chen X.; Koellner T.G.; Xiong W.; Wei G.; Chen F.	Beilstein J. Org. Chem.	15	2872-2880	2019	journal article	NUCLEOTIDE SEQUENCE [MRNA]; DOMAIN; FUNCTION; CATALYTIC ACTIVITY	https://pubmed.ncbi.nlm.nih.gov/31839833/																																																																																																																																																																																																																																																																																																																																																																																																	
P9WPN2	12218036	10.1128/jb.184.19.5479-5490.2002	Whole-genome comparison of Mycobacterium tuberculosis clinical and laboratory strains.	Fleischmann R.D.; Alland D.; Eisen J.A.; Carpenter L.; White O.; Peterson J.D.; DeBoy R.T.; Dodson R.J.; Gwinn M.L.; Haft D.H.; Hickey E.K.; Kolonay J.F.; Nelson W.C.; Umayam L.A.; Ermolaeva M.D.; Salzberg S.L.; Delcher A.; Utterback T.R.; Weidman J.F.; Khouri H.M.; Gill J.; Mikula A.; Bishai W.; Jacobs W.R. Jr.; Venter J.C.; Fraser C.M.	J. Bacteriol.	184	5479-5490	2002	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/12218036/																																																																																																																																																																																																																																																																																																																																																																																																	
P9WPN3	9634230	10.1038/31159	Deciphering the biology of Mycobacterium tuberculosis from the complete genome sequence.	Cole S.T.; Brosch R.; Parkhill J.; Garnier T.; Churcher C.M.; Harris D.E.; Gordon S.V.; Eiglmeier K.; Gas S.; Barry C.E. III; Tekaia F.; Badcock K.; Basham D.; Brown D.; Chillingworth T.; Connor R.; Davies R.M.; Devlin K.; Feltwell T.; Gentles S.; Hamlin N.; Holroyd S.; Hornsby T.; Jagels K.; Krogh A.; McLean J.; Moule S.; Murphy L.D.; Oliver S.; Osborne J.; Quail M.A.; Rajandream M.A.; Rogers J.; Rutter S.; Seeger K.; Skelton S.; Squares S.; Squares R.; Sulston J.E.; Taylor K.; Whitehead S.; Barrell B.G.	Nature	393	537-544	1998	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/9634230/	21969609	10.1074/mcp.m111.011445	Proteogenomic analysis of Mycobacterium tuberculosis by high resolution mass spectrometry.	Kelkar D.S.; Kumar D.; Kumar P.; Balakrishnan L.; Muthusamy B.; Yadav A.K.; Shrivastava P.; Marimuthu A.; Anand S.; Sundaram H.; Kingsbury R.; Harsha H.C.; Nair B.; Prasad T.S.; Chauhan D.S.; Katoch K.; Katoch V.M.; Kumar P.; Chaerkady R.; Ramachandran S.; Dash D.; Pandey A.	Mol. Cell. Proteomics	10	M111.011627-M111.011627	2011	journal article	IDENTIFICATION BY MASS SPECTROMETRY [LARGE SCALE ANALYSIS]	https://pubmed.ncbi.nlm.nih.gov/21969609/																																																																																																																																																																																																																																																																																																																																																																																						
Q00835	9433809	10.1023/a:1006882704594	Screening of fungi for the presence of the trichodiene synthase encoding sequence by hybridization to the Tri5 gene cloned from Fusarium poae.	Fekete C.; Logrieco A.; Giczey G.; Hornok L.	Mycopathologia	138	91-97	1997	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/9433809/																																																																																																																																																																																																																																																																																																																																																																																																	
Q00870	7655061	10.1094/mpmi-8-0388	The Fusarium solani gene encoding kievitone hydratase, a secreted enzyme that catalyzes detoxification of a bean phytoalexin.	Li D.; Chung K.R.; Smith D.A.; Schardl C.L.	Mol. Plant Microbe Interact.	8	388-397	1995	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; CATALYTIC ACTIVITY; FUNCTION; INDUCTION; SUBCELLULAR LOCATION	https://pubmed.ncbi.nlm.nih.gov/7655061/	1366757	10.1016/0031-9422(90)87088-c	Induction and purification of kievitone hydratase from Fusarium solani f. sp. phaseoli.	Turbek C.S.; Li D.X.; Choi G.H.; Schardl C.L.; Smith D.A.	Phytochemistry	29	2841-2846	1990	journal article	PROTEIN SEQUENCE OF N-TERMINUS; SUBCELLULAR LOCATION; CATALYTIC ACTIVITY; FUNCTION; INDUCTION; SUBUNIT; GLYCOSYLATION	https://pubmed.ncbi.nlm.nih.gov/1366757/																																																																																																																																																																																																																																																																																																																																																																																						
Q00909	8589414	10.1094/mpmi-8-0593	Reduced virulence of Gibberella zeae caused by disruption of a trichothecene toxin biosynthetic gene.	Proctor R.H.; Hohn T.M.; McCormick S.P.	Mol. Plant Microbe Interact.	8	593-601	1995	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/8589414/	11425709	10.1128/aem.67.7.2966-2972.2001	Identification of deoxynivalenol- and nivalenol-producing chemotypes of Gibberella zeae by using PCR.	Lee T.; Oh D.W.; Kim H.-S.; Lee J.-K.; Kim Y.-H.; Yun S.-H.; Lee Y.-W.	Appl. Environ. Microbiol.	67	2966-2972	2001	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/11425709/	12080147	10.1073/pnas.142307199	Ancestral polymorphism and adaptive evolution in the trichothecene mycotoxin gene cluster of phytopathogenic Fusarium.	Ward T.J.; Bielawski J.P.; Kistler H.C.; Sullivan E.; O'Donnell K.	Proc. Natl. Acad. Sci. U.S.A.	99	9278-9283	2002	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/12080147/			Trichodiene synthase (Tri5) targeted PCR for identification of Fusarium culmorum, F. graminearum, F. poae and F. sporotrichioides.	Eriksson A.R.B.; Schnurer J.				JUL-2002	submission	NUCLEOTIDE SEQUENCE [GENOMIC DNA]					Brown D.W.; Dyer R.B.; Kendra D.F.; Plattner R.H.				FEB-2003	submission	NUCLEOTIDE SEQUENCE [GENOMIC DNA]		17823352	10.1126/science.1143708	The Fusarium graminearum genome reveals a link between localized polymorphism and pathogen specialization.	Cuomo C.A.; Gueldener U.; Xu J.-R.; Trail F.; Turgeon B.G.; Di Pietro A.; Walton J.D.; Ma L.-J.; Baker S.E.; Rep M.; Adam G.; Antoniw J.; Baldwin T.; Calvo S.E.; Chang Y.-L.; DeCaprio D.; Gale L.R.; Gnerre S.; Goswami R.S.; Hammond-Kosack K.; Harris L.J.; Hilburn K.; Kennell J.C.; Kroken S.; Magnuson J.K.; Mannhaupt G.; Mauceli E.W.; Mewes H.-W.; Mitterbauer R.; Muehlbauer G.; Muensterkoetter M.; Nelson D.; O'Donnell K.; Ouellet T.; Qi W.; Quesneville H.; Roncero M.I.G.; Seong K.-Y.; Tetko I.V.; Urban M.; Waalwijk C.; Ward T.J.; Yao J.; Birren B.W.; Kistler H.C.	Science	317	1400-1402	2007	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/17823352/	20237561	10.1038/nature08850	Comparative genomics reveals mobile pathogenicity chromosomes in Fusarium.	Ma L.-J.; van der Does H.C.; Borkovich K.A.; Coleman J.J.; Daboussi M.-J.; Di Pietro A.; Dufresne M.; Freitag M.; Grabherr M.; Henrissat B.; Houterman P.M.; Kang S.; Shim W.-B.; Woloshuk C.; Xie X.; Xu J.-R.; Antoniw J.; Baker S.E.; Bluhm B.H.; Breakspear A.; Brown D.W.; Butchko R.A.E.; Chapman S.; Coulson R.; Coutinho P.M.; Danchin E.G.J.; Diener A.; Gale L.R.; Gardiner D.M.; Goff S.; Hammond-Kosack K.E.; Hilburn K.; Hua-Van A.; Jonkers W.; Kazan K.; Kodira C.D.; Koehrsen M.; Kumar L.; Lee Y.-H.; Li L.; Manners J.M.; Miranda-Saavedra D.; Mukherjee M.; Park G.; Park J.; Park S.-Y.; Proctor R.H.; Regev A.; Ruiz-Roldan M.C.; Sain D.; Sakthikumar S.; Sykes S.; Schwartz D.C.; Turgeon B.G.; Wapinski I.; Yoder O.; Young S.; Zeng Q.; Zhou S.; Galagan J.; Cuomo C.A.; Kistler H.C.; Rep M.	Nature	464	367-373	2010	journal article	GENOME REANNOTATION	https://pubmed.ncbi.nlm.nih.gov/20237561/	26198851	10.1186/s12864-015-1756-1	The completed genome sequence of the pathogenic ascomycete fungus Fusarium graminearum.	King R.; Urban M.; Hammond-Kosack M.C.U.; Hassani-Pak K.; Hammond-Kosack K.E.	BMC Genomics	16	544-544	2015	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/26198851/																																																																																																																																																																																																																																																																																																																				
Q00G37	16956633	10.1016/j.phytochem.2006.08.009	Uncovering the complex metabolic network underlying diterpenoid phytoalexin biosynthesis in rice and other cereal crop plants.	Peters R.J.	Phytochemistry	67	2307-2317	2006	journal article	NUCLEOTIDE SEQUENCE [MRNA]	https://pubmed.ncbi.nlm.nih.gov/16956633/	15685292	10.1371/journal.pbio.0030038	The genomes of Oryza sativa: a history of duplications.	Yu J.; Wang J.; Lin W.; Li S.; Li H.; Zhou J.; Ni P.; Dong W.; Hu S.; Zeng C.; Zhang J.; Zhang Y.; Li R.; Xu Z.; Li S.; Li X.; Zheng H.; Cong L.; Lin L.; Yin J.; Geng J.; Li G.; Shi J.; Liu J.; Lv H.; Li J.; Wang J.; Deng Y.; Ran L.; Shi X.; Wang X.; Wu Q.; Li C.; Ren X.; Wang J.; Wang X.; Li D.; Liu D.; Zhang X.; Ji Z.; Zhao W.; Sun Y.; Zhang Z.; Bao J.; Han Y.; Dong L.; Ji J.; Chen P.; Wu S.; Liu J.; Xiao Y.; Bu D.; Tan J.; Yang L.; Ye C.; Zhang J.; Xu J.; Zhou Y.; Yu Y.; Zhang B.; Zhuang S.; Wei H.; Liu B.; Lei M.; Yu H.; Li Y.; Xu H.; Wei S.; He X.; Fang L.; Zhang Z.; Zhang Y.; Huang X.; Su Z.; Tong W.; Li J.; Tong Z.; Li S.; Ye J.; Wang L.; Fang L.; Lei T.; Chen C.-S.; Chen H.-C.; Xu Z.; Li H.; Huang H.; Zhang F.; Xu H.; Li N.; Zhao C.; Li S.; Dong L.; Huang Y.; Li L.; Xi Y.; Qi Q.; Li W.; Zhang B.; Hu W.; Zhang Y.; Tian X.; Jiao Y.; Liang X.; Jin J.; Gao L.; Zheng W.; Hao B.; Liu S.-M.; Wang W.; Yuan L.; Cao M.; McDermott J.; Samudrala R.; Wang J.; Wong G.K.-S.; Yang H.	PLoS Biol.	3	266-281	2005	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/15685292/	17141283	10.1016/j.phytochem.2006.10.016	Functional characterization of the rice kaurene synthase-like gene family.	Xu M.; Wilderman P.R.; Morrone D.; Xu J.; Roy A.; Margis-Pinheiro M.; Upadhyaya N.M.; Coates R.M.; Peters R.J.	Phytochemistry	68	312-326	2007	journal article	FUNCTION	https://pubmed.ncbi.nlm.nih.gov/17141283/																																																																																																																																																																																																																																																																																																																																																																											
Q02769	1569107	10.1016/s0021-9258(18)42489-1	Solubilization, purification, and characterization of a truncated form of rat hepatic squalene synthetase.	Shechter I.; Klinger E.; Rucker M.L.; Engstrom R.G.; Spirito J.A.; Islam M.A.; Boettcher B.R.; Wienstein D.B.	J. Biol. Chem.	267	8628-8635	1992	journal article	NUCLEOTIDE SEQUENCE [MRNA]	https://pubmed.ncbi.nlm.nih.gov/1569107/	1400448	10.1016/s0021-9258(19)36619-0	Molecular cloning, expression, and characterization of the cDNA for the rat hepatic squalene synthase.	McKenzie T.L.; Jiang G.; Straubhaar J.R.; Conrad D.G.; Shechter I.	J. Biol. Chem.	267	21368-21374	1992	journal article	NUCLEOTIDE SEQUENCE [MRNA]; CATALYTIC ACTIVITY; FUNCTION	https://pubmed.ncbi.nlm.nih.gov/1400448/	15489334	10.1101/gr.2596504	The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).		Genome Res.	14	2121-2127	2004	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE MRNA]	https://pubmed.ncbi.nlm.nih.gov/15489334/	8509416	10.1016/s0021-9258(18)31462-5	Subcellular localization of squalene synthase in rat hepatic cells. Biochemical and immunochemical evidence.	Stamellos K.D.; Shackelford J.E.; Schechter I.; Jiang G.; Conrad D.G.; Keller G.-A.; Krisans S.K.	J. Biol. Chem.	268	12825-12836	1993	journal article	SUBCELLULAR LOCATION	https://pubmed.ncbi.nlm.nih.gov/8509416/	9575210	10.1074/jbc.273.20.12515	Function-structure studies and identification of three enzyme domains involved in the catalytic activity in rat hepatic squalene synthase.	Gu P.; Ishii Y.; Spencer T.A.; Shechter I.	J. Biol. Chem.	273	12515-12525	1998	journal article	CATALYTIC ACTIVITY; FUNCTION; MUTAGENESIS OF TYR-171; TYR-174; ARG-185; GLN-283; PHE-286; PHE-288 AND GLN-293	https://pubmed.ncbi.nlm.nih.gov/9575210/	16440058	10.1172/jci20797	Lanosterol synthase mutations cause cholesterol deficiency-associated cataracts in the Shumiya cataract rat.	Mori M.; Li G.; Abe I.; Nakayama J.; Guo Z.; Sawashita J.; Ugawa T.; Nishizono S.; Serikawa T.; Higuchi K.; Shumiya S.	J. Clin. Invest.	116	395-404	2006	journal article	DISEASE	https://pubmed.ncbi.nlm.nih.gov/16440058/																																																																																																																																																																																																																																																																																																																																										
Q03471	8440737	10.1016/S0021-9258(18)53644-9	Aristolochene synthase. Isolation, characterization, and bacterial expression of a sesquiterpenoid biosynthetic gene (Ari1) from Penicillium roqueforti.	Proctor R.H.; Hohn T.M.	J. Biol. Chem.	268	4543-4548	1993	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; PROTEIN SEQUENCE OF 56-70; 76-84; 245-251 AND 323-336; FUNCTION; CATALYTIC ACTIVITY	https://pubmed.ncbi.nlm.nih.gov/8440737/	16345540	10.1128/aem.39.4.770-776.1980	Production of eremofortins A, B, and C relative to formation of PR toxin by Penicillium roqueforti.	Moreau S.; Lablache-Combier A.; Biguet J.	Appl. Environ. Microbiol.	39	770-776	1980	journal article	FUNCTION	https://pubmed.ncbi.nlm.nih.gov/16345540/	15186158	10.1021/ja0499593	Aristolochene synthase: mechanistic analysis of active site residues by site-directed mutagenesis.	Felicetti B.; Cane D.E.	J. Am. Chem. Soc.	126	7212-7221	2004	journal article	FUNCTION; CATALYTIC ACTIVITY; BIOPHYSICOCHEMICAL PROPERTIES; MUTAGENESIS OF TYR-92; ASP-115; ASN-244; SER-248 AND GLU-252	https://pubmed.ncbi.nlm.nih.gov/15186158/	24239699	10.1016/j.fgb.2013.10.009	Molecular characterization of the PR-toxin gene cluster in Penicillium roqueforti and Penicillium chrysogenum: cross talk of secondary metabolite pathways.	Hidalgo P.I.; Ullan R.V.; Albillos S.M.; Montero O.; Fernandez-Bodega M.A.; Garcia-Estrada C.; Fernandez-Aguado M.; Martin J.F.	Fungal Genet. Biol.	62	11-24	2014	journal article	FUNCTION; DISRUPTION PHENOTYPE	https://pubmed.ncbi.nlm.nih.gov/24239699/	26274339	10.1002/anie.201506128	Identification of intermediates in the biosynthesis of PR toxin by Penicillium roqueforti.	Riclea R.; Dickschat J.S.	Angew. Chem. Int. Ed.	54	12167-12170	2015	journal article	FUNCTION	https://pubmed.ncbi.nlm.nih.gov/26274339/	27921136	10.1007/s00253-016-7995-5	Penicillium roqueforti PR toxin gene cluster characterization.	Hidalgo P.I.; Poirier E.; Ullan R.V.; Piqueras J.; Meslet-Cladiere L.; Coton E.; Coton M.	Appl. Microbiol. Biotechnol.	101	2043-2056	2017	journal article	FUNCTION; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/27921136/	10825154	10.1074/jbc.m000433200	Crystal structure determination of aristolochene synthase from the blue cheese mold, Penicillium roqueforti.	Caruthers J.M.; Kang I.; Rynkiewicz M.J.; Cane D.E.; Christianson D.W.	J. Biol. Chem.	275	25533-25539	2000	journal article	X-RAY CRYSTALLOGRAPHY (2.5 ANGSTROMS); 3D-STRUCTURE MODELING	https://pubmed.ncbi.nlm.nih.gov/10825154/																																																																																																																																																																																																																																																																																																																															
Q04782	8486282	10.1016/0378-1119(93)90631-c	Sequence of the Candida albicans erg7 gene.	Roessner C.A.; Min C.; Hardin S.H.; Harris-Haller L.W.; McCollum J.C.; Scott A.I.	Gene	127	149-150	1993	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION	https://pubmed.ncbi.nlm.nih.gov/8486282/	15123810	10.1073/pnas.0401648101	The diploid genome sequence of Candida albicans.	Jones T.; Federspiel N.A.; Chibana H.; Dungan J.; Kalman S.; Magee B.B.; Newport G.; Thorstenson Y.R.; Agabian N.; Magee P.T.; Davis R.W.; Scherer S.	Proc. Natl. Acad. Sci. U.S.A.	101	7329-7334	2004	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/15123810/	17419877	10.1186/gb-2007-8-4-r52	Assembly of the Candida albicans genome into sixteen supercontigs aligned on the eight chromosomes.	van het Hoog M.; Rast T.J.; Martchenko M.; Grindle S.; Dignard D.; Hogues H.; Cuomo C.; Berriman M.; Scherer S.; Magee B.B.; Whiteway M.; Chibana H.; Nantel A.; Magee P.T.	Genome Biol.	8	RESEARCH52.1-RESEARCH52.12	2007	journal article	GENOME REANNOTATION	https://pubmed.ncbi.nlm.nih.gov/17419877/	24025428	10.1186/gb-2013-14-9-r97	Assembly of a phased diploid Candida albicans genome facilitates allele-specific measurements and provides a simple model for repeat and indel structure.	Muzzey D.; Schwartz K.; Weissman J.S.; Sherlock G.	Genome Biol.	14	RESEARCH97.1-RESEARCH97.14	2013	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]; GENOME REANNOTATION	https://pubmed.ncbi.nlm.nih.gov/24025428/	2185141	10.1016/0378-1119(90)90299-7	Cloning and characterization of the 2,3-oxidosqualene cyclase-coding gene of Candida albicans.	Kelly R.; Miller S.M.; Lai M.H.; Kirsch D.R.	Gene	87	177-183	1990	journal article	FUNCTION; CATALYTIC ACTIVITY; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/2185141/	15473366	10.1080/13693780410001712016	Ergosterol gene expression in wild-type and ergosterol-deficient mutants of Candida albicans.	Pierson C.A.; Eckstein J.; Barbuch R.; Bard M.	Med. Mycol.	42	385-389	2004	journal article	INDUCTION	https://pubmed.ncbi.nlm.nih.gov/15473366/	15820985	10.1093/jac/dki088	Exposure of Candida albicans to antifungal agents affects expression of SAP2 and SAP9 secreted proteinase genes.	Copping V.M.S.; Barelle C.J.; Hube B.; Gow N.A.R.; Brown A.J.P.; Odds F.C.	J. Antimicrob. Chemother.	55	645-654	2005	journal article	INDUCTION	https://pubmed.ncbi.nlm.nih.gov/15820985/																																																																																																																																																																																																																																																																																																																															
